id,establecimiento,tipo,calle,altura,piso_dpto,cruce,barrio_localidad,ciudad,partido_comuna,provincia_region,pais,aprobado,observacion,formattedaddress,latitude,longitude,habilitado,confidence,condones,prueba,vacunatorio,ile,infectologia,ssr,es_rapido,tel_distrib,mail_distrib,horario_distrib,responsable_distrib,web_distrib,ubicacion_distrib,comentarios_distrib,tel_testeo,mail_testeo,horario_testeo,responsable_testeo,web_testeo,ubicacion_testeo,observaciones_testeo,tel_vac,mail_vac,horario_vac,responsable_vac,web_vac,ubicacion_vac,comentarios_vac,tel_ile,mail_ile,horario_ile,responsable_ile,web_ile,ubicacion_ile,comentarios_ile,tel_infectologia,mail_infectologia,horario_infectologia,responsable_infectologia,web_infectologia,ubicacion_infectologia,comentarios_infectologia,tel_ssr,mail_ssr,horario_ssr,responsable_ssr,web_ssr,ubicacion_ssr,comentarios_ssr,servicetype_condones,servicetype_prueba,servicetype_mac,servicetype_ile,servicetype_dc,servicetype_ssr,friendly_condones,friendly_prueba,friendly_mac,friendly_ile,friendly_dc,friendly_ssr,uploader_name,uploader_email,uploader_tel
206169,"Hospital Nivel I San Javier","Hospital Público","E Lazaga",121,,,,"San Javier","San Javier",Misiones,Argentina,1,,,-27.8663111,-55.1374743,1,,SI,NO,SI,SI,SI,SI,NO,"(03405) 497706",,,,,,,,,,,,,,"(03405) 497706",,,,,,,"(03405) 497706",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03405) 497706",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206183,"Línea Salud Sexual Programa Nacional",,,,,,,"Santiago del Estero Capital","Santiago del Estero Capital","Santiago Del Estero",Argentina,-1,,,-27.805645,-64.262416,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03400-490221,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206185,"Puesto Sanitario Bº Borges",,"Av Belgrano (Sud) Y Calle 6",,,,"Santiago del Estero Capital","Santiago del Estero Capital","Santiago del Estero Capital","Santiago Del Estero",Argentina,-1,,,-27.8043824,-64.2412799,1,,SI,NO,NO,SI,NO,SI,NO,03492/471262-470262,,,,,,,,,,,,,,,,,,,,,03492/471262-470262,,,,,,,,,,,,,,03492/471262-470262,,"7 a 13",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206187,"Puesto Sanitario Santa Maria",,,,,,"Santiago del Estero Capital","Santiago del Estero Capital","Santiago del Estero Capital","Santiago Del Estero",Argentina,-1,,,-27.8004481,-64.2478058,1,,SI,NO,NO,SI,NO,SI,NO,"(03492) 421621Ctrex 6520-6521",,,,,,,,,,,,,,,,,,,,,"(03492) 421621Ctrex 6520-6521",,,,,,,,,,,,,,"(03492) 421621Ctrex 6520-6521",,"8 a 18",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206188,"Puesto Sanitario Bº Campo Contreras",,"Pío Vii 596",,,,"Santiago del Estero Capital","Santiago del Estero Capital","Santiago del Estero Capital","Santiago Del Estero",Argentina,-1,,,-27.7988859,-64.2908525,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03493/420173-099Centre1271,,"8 a 12 y 13 a 17",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206189,"Centro De Salud F. De Aguirre (Ex Bº Libertad)",,"Balcarce 520 E/ Argañaraz Y Damaso Palacios",,,,"Santiago del Estero Capital","Santiago del Estero Capital","Santiago del Estero Capital","Santiago Del Estero",Argentina,-1,,,-27.7984742,-64.2474071,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03492-482310,,"de 8.00 a 12.00 horas",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206190,"Centro Periferico Norte (Upa Nº 9 Bº J.Newbery)",,"Olaechea 1117 Y Alsina",,,,"Santiago del Estero Capital","Santiago del Estero Capital","Santiago del Estero Capital","Santiago Del Estero",Argentina,-1,,,-27.790785,-64.2492149,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03492/491136,,"7 a 13",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206191,"Aps Movil",,"Pasaje 421 Nº 1152 E/ Av. Libertador Y Pasaje 190",,,,"Santiago del Estero Capital","Santiago del Estero Capital","Santiago del Estero Capital","Santiago Del Estero",Argentina,-1,,,-27.7876603,-64.2828486,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0342 - 4579101",,"7 a 13",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206192,"Puesto Sanitario Ramon Carrillo: El Dean",,"Pje 421 Y Canal San Martin",,,,"Santiago del Estero Capital","Santiago del Estero Capital","Santiago del Estero Capital","Santiago Del Estero",Argentina,-1,,,-27.7876603,-64.2828486,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(03492) 486038",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206193,"Puesto Sanitario Villa Robles",,"Besares Y Av Virgen Del Valle",,,,Manogasta,Vilmer,Robles,"Santiago Del Estero",Argentina,-1,,,-27.7856367,-64.1509631,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03493-496002,,"7 a 13",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206197,"Centro De Salud Dr Estanislao Ponce",,"Salavina 2844E/ Aguirre Y Colon-Bº Tradicion Oeste",,,,"Santiago del Estero Capital","Santiago del Estero Capital","Santiago del Estero Capital","Santiago Del Estero",Argentina,-1,,,-27.7833574,-64.264167,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,"7.00 am a 13.00 pm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206214,"Ps Buey Rodeo",,"Pueyrredón 325 Esq Pereyra",,,,"Santiago del Estero Capital","Santiago del Estero Capital","Santiago del Estero Capital","Santiago Del Estero",Argentina,-1,,,-27.7833574,-64.264167,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,13,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206240,"Ps Oratorio Don Bosco",,"Manz 7, Lote 18 - Bº Mariano Moreno",,,,"Santiago del Estero Capital","Santiago del Estero Capital","Santiago del Estero Capital","Santiago Del Estero",Argentina,-1,,,-27.7833574,-64.264167,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03471/471200 centrex 6391",,"16.00pm a 21.00 pm",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206256,Ps.Simbolar,,"Mza 7 Lote 1 Bº Sxx (Campo Contreras Oeste)",,,,"Santiago del Estero Capital","Santiago del Estero Capital","Santiago del Estero Capital","Santiago Del Estero",Argentina,-1,,,-27.7833574,-64.264167,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03465/494105, centrex: 6330",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206267,"Sala De Atencion Medica Candela",,"Av Ing Contreras Y Dos De Septiembre",,,,"Santiago del Estero Capital","Santiago del Estero Capital","Santiago del Estero Capital","Santiago Del Estero",Argentina,-1,,,-27.7833574,-64.264167,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03492-431888,,"7.30 a 12.30 y 13.30 a 19",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206269,"Unidad Primaria De Atencion - Unse",,"Manz. 7, Lote 1, Bº Campo Contreras Oeste",,,,"Santiago del Estero Capital","Santiago del Estero Capital","Santiago del Estero Capital","Santiago Del Estero",Argentina,-1,,,-27.7833574,-64.264167,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03492/423332,,"7 a 19",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206274,"C.A.Puesto Sanitario. San Juan De La Sierra","Centro de salud Público","San Juan De La Sierra",,,,"Santa María","Santa María",Concepción,Misiones,Argentina,-1,,,-27.7833309,-55.5,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0385-4319014(UPA)4314051(MATTAR)4313500(ZARAZAGA),,"7 a 19",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206278,"Upa Nº 03 - Bº Reconquista",,"Calle 59 Y Calle 4",,,,"Santiago del Estero Capital","Santiago del Estero Capital","Santiago del Estero Capital","Santiago Del Estero",Argentina,-1,,,-27.7756574,-64.2607858,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0385-4319012,,"7 a 13 y 14 a 19",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206281,"C.A.Puesto Sanitario. Pindapoy","Centro de Salud Público","Barrio Pindapoy",,,,"Tres Mojones","San José",Apóstoles,Misiones,Argentina,-1,,,-27.770051,-55.7803681,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206282,"Hospital Nivel I San Jose","Hospital Público","Islas Malvinas",829,,,"San José","San José",Apóstoles,Misiones,Argentina,-1,,,-27.770051,-55.7803681,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,"7 a 19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206284,"C.A.Puesto Sanitario Barrio Belgrano","Centro de Salud Público","San José",,,,"San José","San José",Apóstoles,Misiones,Argentina,-1,,,-27.7660866,-55.7936242,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4214740,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206286,"Centro De Salud Armando Archetti",,"Av Madre De Ciudades E/ Pasaje 452 Y 13",,,,"Santiago del Estero Capital","Santiago del Estero Capital","Santiago del Estero Capital","Santiago Del Estero",Argentina,-1,,,-27.7566019,-64.2964306,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0385) 4279181",,"8 a 12 y 16 a 20",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206287,"Ps Bº Tradicion",,"M De Ciudades S/N Entre 18 Y Ruta 208",,,,"Santiago del Estero Capital","Santiago del Estero Capital","Santiago del Estero Capital","Santiago Del Estero",Argentina,-1,,,-27.7566019,-64.2964306,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03858-422654 (MEDICO)",,"8 a12",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206288,"Upa Nº 03 - Bº Vª Griselda",,"Los Naranjos S/N",,,,,"La Banda","La Banda","Santiago Del Estero",Argentina,-1,,,-27.7506016,-64.2630718,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,03843-421070,,"7.30 a 12 y 15.30 a 20.30",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206292,"Ps Bº V. Yanucci",,"Luis Orieta Y Elordi - Espacio Verde",,,,,"La Banda","La Banda","Santiago Del Estero",Argentina,-1,,,-27.7358357,-64.2437523,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"0385-4272032 INT 115 (MUNIC)",,"8 a 20",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206296,"Upa Nº 01 - El Cruce",,"Ruta 1 S/N A 150 M Autopista Santiago-La Banda",,,,,"La Banda","La Banda","Santiago Del Estero",Argentina,-1,,,-27.7358357,-64.2437523,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,03843-421070,,"7.30 a 12 y 15.30 a 20.30",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206297,"Upa Nº 04 - Bº Misky Mayu",,"Coronel Rivas 650 E/ J. A. Gerez Y R. Gauna",,,,,"La Banda","La Banda","Santiago Del Estero",Argentina,-1,,,-27.7358357,-64.2437523,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,03843-421070,,"7.30 a 12 y 15.30 a 20.30",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206299,"Ps Bº Los Lagos - Upa Nº 7",,"Aristobulo Del Valle Y Pasaje 6",,,,,"La Banda","La Banda","Santiago Del Estero",Argentina,-1,,,-27.7323707,-64.2380692,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,0385-4275784,,"8.00 a 13.00",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206301,"Puesto Sanitario Sumamao",,"Av San Martin",348,,,,"La Banda","La Banda","Santiago Del Estero",Argentina,-1,,,-27.7308588,-64.2366425,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206302,"Maternidad Dr Faustino Herrera",,España,284,,,"La Banda","La Banda","La Banda","Santiago Del Estero",Argentina,-1,,,-27.7292,-64.2394,1,,SI,NO,NO,SI,NO,SI,NO,0385-4270792,,,,,,,,,,,,,,,,,,,,,0385-4270792,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,0385-4213672,,"8 a 13 y 17.30 a 21",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206303,"C.A.P.S. Panambi-puerto","Centro de salud público","El Puerto",,,,,Panambi,Oberá,Misiones,Argentina,1,,,-27.7240711,-54.9150996,1,,SI,NO,NO,SI,NO,SI,NO,"(03858) 422576",,,,,,,,,,,,,,,,,,,,,"(03858) 422576",,,,,,"No está confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03858) 422576",,"8 a 13 y 16 a 21",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206304,"Upa Nº 02 - Bº Central Argentino",,"Jujuy E/ Ing. Iturre Y Larraibure",,,,,"La Banda","La Banda","Santiago Del Estero",Argentina,-1,,,-27.722945,-64.2471937,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,0385-4275783,,"7.30 a 12.30 y 13.30 a 19",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206307,"C.A.P.S. Mojon Grande","Centro de salud público","Calle Misiones",,,,,"Mojon Grande","San Javier",Misiones,Argentina,1,,,-27.7166691,-55.1666718,1,,SI,NO,SI,SI,NO,SI,NO,"(0385) 4272277/ 4279184",,,,,,,,,,,,,,"(0385) 4272277/ 4279184",,,,,,,"(0385) 4272277/ 4279184",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0385) 4272277/ 4279184",,"8 a 19",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206310,"Ps El Dique",,"La Cañada Y San Martin S/N",,,,"Pozo Del Castaño","La Cañada",Figueroa,"Santiago Del Estero",Argentina,-1,,,-27.7093009,-63.7724025,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 a 13",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206312,"C.A.P.S. Dos Arroyos","Centro de salud público","Av. Aguero Lote",88,,,,"Dos Arroyos","Leandro N. Alem",Misiones,Argentina,-1,,,-27.700201,-55.2461,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206313,"C.A.P.S. Kilometro 26","Centro de salud público","Ruta 4",26,,,,"Dos Arroyos","Leandro N. Alem",Misiones,Argentina,-1,,,-27.700201,-55.2461,1,,SI,NO,NO,SI,NO,SI,NO,"(0385) 4223106 (CABINA)",,,,,,,,,,,,,,,,,,,,,"(0385) 4223106 (CABINA)",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0385) 4223106 (CABINA)",,"7 a 13",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206314,"Ps Los Diaz",,"Nro. 3 Barrio 100 Vivienda 100",,,,"Dos Arroyos","Los Quirogas","La Banda","Santiago Del Estero",Argentina,-1,,,-27.6694786,-64.3719862,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206315,"C.A.P.S. El Chaton","Centro de salud público","Lote 211",,,,,"Gobernador Lopez","Leandro N. Alem",Misiones,Argentina,1,,,-27.6666698,-55.25,1,,SI,NO,NO,SI,NO,SI,NO,"(0385) 4345030",,,,,,,,,,,,,,,,,,,,,"(0385) 4345030",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0385) 4345030",,"8 a 18",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206316,"C.A.P.S. Gobernador Lopez","Centro de salud público","Zacarías Franco",,"Avda San Martín","Avda San Martín",,"Gobernador Lopez","Leandro N. Alem",Misiones,Argentina,-1,,,-27.6666698,-55.25,1,,SI,NO,NO,SI,NO,SI,NO,"(0385) 4240106 (DR NINCI) 155092511 (DRA FUENTES)",,,,,,,,,,,,,,,,,,,,,"(0385) 4240106 (DR NINCI) 155092511 (DRA FUENTES)",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0385) 4240106 (DR NINCI) 155092511 (DRA FUENTES)",,"8 a 18",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206319,"C.A.P.S. Arroyo Del Medio","Centro de salud público","Lote 188",,,,,"Arroyo Del Medio","Leandro N. Alem",Misiones,Argentina,1,,,-27.650804,-55.3570226,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206331,"Hospital Cerro Azul Nivel I","Hospital Público","Tomas Guido Y Plumerillo 990",,,,,"Cerro Azul","Leandro N. Alem",Misiones,Argentina,1,,,-27.6349423,-55.4970643,1,,SI,NO,NO,SI,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206332,"C.A.P.S. Centro Fachinal","Centro de salud público",Ruta,204,,,,Fachinal,Capital,Misiones,Argentina,1,,,-27.6302482,-55.7038279,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,"7 a 13",,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206334,"C.A.Puesto Sanitario Barrio Campora","Centro de Salud Público","Manzana 2 Casa 19",,,,,"Leandro N. Alem","Leandro N. Alem",Misiones,Argentina,-1,,,-27.604435,-55.3238487,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(03857) 495071",,"07.00 a 1900",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206335,"C.A.Puesto Sanitario Barrio Illia","Centro de Salud Público","Luis Agote",,Busetich,Busetich,,"Leandro N. Alem","Leandro N. Alem",Misiones,Argentina,-1,,,-27.604435,-55.3238487,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206336,"C.A.Puesto Sanitario. Kilometro 38","Centro de Salud Público",Kilómetro,38,,,,"Leandro N. Alem","Leandro N. Alem",Misiones,Argentina,-1,,,-27.604435,-55.3238487,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206337,"C.A.Puesto Sanitario. Lopaczek","Centro de Salud Público","Lima - Bº Lopaczek",,,,,"Leandro N. Alem","Leandro N. Alem",Misiones,Argentina,-1,,,-27.604435,-55.3238487,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206339,"Hospital Dr Salvador Mazza",,"Sta. Josefa Rossello",,,Freyre,,Girardet,"San Fernando",Chaco,Argentina,-1,,,-27.5859,-60.7139,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,"(03735)- 42-0056  (03735)- 43-1084",,"8 am a 20.00 pm",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206341,"Ps Chaupi Pozo",,"Adeodato Herrera 623",,,,"Termas De Rio Hondo",Clodomira,"La Banda","Santiago Del Estero",Argentina,-1,,,-27.5761454,-64.1315953,1,,SI,NO,NO,SI,NO,SI,NO,"(0385) 4242090",,,,,,,,,,,,,,,,,,,,,"(0385) 4242090",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0385) 4242090",,"7 a 13",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206343,"Hd Dr Guillermo Rawson - Clodomira",,"Francisco De Aguirre S/N",,,,Clodomira,Clodomira,"La Banda","Santiago Del Estero",Argentina,-1,,,-27.574246,-64.131523,1,,SI,NO,NO,SI,NO,SI,NO,"(0385) 4397022",,,,,,,,,,,,,,,,,,,,,"(0385) 4397022",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0385) 4397022",,"7 a 13",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206345,"C.A.P.S. Progreso","Centro de salud público","Paraje El Progreso","Ruta N° 2",,,,"Alba Posse","25 De Mayo",Misiones,Argentina,-1,,,-27.5689525,-54.6840079,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,"8 a12",,,,,,,,,,,,,,,,,,"No está confirmado que asesore o realice interrupción legal del embarazo.",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206346,"C.A.Puesto Sanitario. Barra Bonita","Centro de Salud Público","Ruta 2",,,,"Alba Posse","Alba Posse","25 De Mayo",Misiones,Argentina,-1,,,-27.5689525,-54.6840079,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,"7 a 19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206347,"Hosp. Nivel I Alba Posse.","Hospital Público","Alba Posse.",,,,"Alba Posse","Alba Posse","25 De Mayo",Misiones,Argentina,-1,,,-27.5689525,-54.6840079,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,"7 a 13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206348,"C.A.Puesto Sanitario. Olegario V. Andrade","Centro de Salud Público","Sección C Lote 1 - Calle Belgrano",,,,"Alba Posse","Olegario V. Andrade","Leandro N. Alem",Misiones,Argentina,-1,,,-27.5682719,-55.5020846,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206349,"C.A.P.S. Florentino Ameghino","Centro de salud público","Ameghino - Colonia Florentino",,,,,"Florentino Ameghino","San Javier",Misiones,Argentina,1,,,-27.5666695,-55.1333,1,,SI,NO,NO,SI,NO,SI,NO,"(03856) 15677236",,,,,,,,,,,,,,,,,,,,,"(03856) 15677236",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03856) 15677236",,"de 7.00 a 19.00 hs.",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206350,"C.A.P.S. Puerto Rosario","Centro de salud público","Puerto Rosario",,,,,"Florentino Ameghino","San Javier",Misiones,Argentina,-1,,,-27.5666695,-55.1333,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206351,"C.A.P.S. Centro Profundidad","Centro de salud público","Manzana 9- Solar C",,,,,Profundidad,Candelaria,Misiones,Argentina,-1,,,-27.5616877,-55.7046304,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206352,"C.A.Puesto Sanitario. Tacuaruzu","Centro de Salud Público",Lote,29,,,Profundidad,Profundidad,Candelaria,Misiones,Argentina,-1,,,-27.5585989,-55.7092,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206354,"C.A.Puesto Sanitario. Los Helechos","Centro de Salud Público","Lote 9 Sección",13,,,"Los Nuñez","Los Helechos",Oberá,Misiones,Argentina,-1,,,-27.5340958,-55.0854,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206356,"C.A.P.S. Guarani","Centro de salud público","Remedios De Escalada","KM 41",,,,Guaraní,Guaraní,Misiones,Argentina,-1,,,-27.5239716,-55.1601,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,"7 a 13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206357,"C.A.P.S. Villa Industrial","Centro de salud público","Paraje Villa Industrial",,,,,Guaraní,Guaraní,Misiones,Argentina,1,,,-27.5239716,-55.1601,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,"17a 19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
